Name,Email,Role,App access,Groups,Date added
Piper Tran,piper.tran@ext-6babeb.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:09.875Z
Piper Vance,piper.vance@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:04.520Z
Piper Wang,piper.wang@ext-51acd7.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:31:36.618Z
Piper York,piper.york@ext-3361f8.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:05.326Z
Piper York,piper.york@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:20.908Z
Piper Zhang,piper.zhang@ext-fc167d.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:15:04.643Z
Tatum York,tatum.york@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:30.646Z
Tatum Zhang,tatum.zhang@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:03.800Z
Taylor Baker,taylor.baker@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-12-05T17:08:40.857Z
Taylor Brooks,taylor.brooks@snaplogic.com,Environment admin,Designer,members admins,2026-03-24T17:36:00.128Z
Quinn Baker,quinn.baker@ext-3e9741.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:59.769Z
Quinn Brooks,quinn.brooks@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2023-12-13T06:50:21.404Z
Quinn Flynn,quinn.flynn@ext-2d8726.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-01-09T08:04:53.575Z
Taylor Holt,taylor.holt@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:14.853Z
Taylor Ibarra,taylor.ibarra@snaplogic.com,User,Designer,members,2026-01-31T17:29:49.522Z
Quinn Grant,quinn.grant@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:44.497Z
Taylor Ortiz,taylor.ortiz@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-10-14T14:52:29.457Z
Quinn Harris,quinn.harris@ext-e16054.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:14:45.249Z
Taylor Tran,taylor.tran@snaplogic.com,Environment admin,Designer,members admins,2023-05-19T09:51:21.662Z
Quinn Kim,quinn.kim@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:44.397Z
Quinn Knox,quinn.knox@ext-7bf6fa.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:27:10.379Z
Quinn Moss,quinn.moss@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:11:04.475Z
Quinn Patel,quinn.patel@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:24:42.591Z
Quinn Reyes,quinn.reyes@ext-82dea4.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-23T09:21:57.903Z
Quinn Ueda,quinn.ueda@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorTraining PartnerTwo,2025-04-07T08:26:28.572Z
Quinn Vance,quinn.vance@ext-288295.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:03.164Z
Quinn Wang,quinn.wang@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 PartnerOne,2025-08-08T15:15:27.010Z
Reese Adams,reese.adams@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:22.194Z
Taylor Utley,taylor.utley@snaplogic.com,User,Designer,members,2026-01-31T17:29:53.455Z
Reese Davis,reese.davis@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-05-19T07:31:50.832Z
Reese Foster,reese.foster@ext-138750.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcampEMEA_June2026,2026-03-22T19:05:43.973Z
Reese Knox,reese.knox@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:34.334Z
Uli Brooks,uli.brooks@snaplogic.com,User,Designer,members,2026-01-31T17:30:14.581Z
Reese Miller,reese.miller@ext-6750f5.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:40.723Z
Reese Quinn,reese.quinn@ext-2b7a1c.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:28.381Z
Reese Vega,reese.vega@ext-a876a8.com,User,Designer,members PartnerFour,2026-01-08T15:10:15.783Z
Reese Yamada,reese.yamada@ext-138750.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T16:04:47.189Z
River Ellis,river.ellis@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:25:58.816Z
River Flynn,river.flynn@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-10-06T16:12:04.879Z
River Ibarra,river.ibarra@ext-49e8e6.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:52.580Z
River Iyer,river.iyer@ext-7bf6fa.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-04T14:21:02.773Z
River Lopez,river.lopez@ext-2b7a1c.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:26:18.493Z
River Moss,river.moss@ext-0a199e.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2024-09-25T11:54:45.744Z
River Nash,river.nash@ext-ed65be.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 PartnerTwo AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcampEMEA_June2026,2025-08-08T15:17:17.421Z
River Nguyen,river.nguyen@ext-26da4f.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:50:56.549Z
Uli Ellis,uli.ellis@snaplogic.com,Environment admin,Designer,members admins,2023-05-04T22:03:31.811Z
Uli Ortiz,uli.ortiz@snaplogic.com,Environment admin,Designer,members admins,2023-05-02T22:58:18.768Z
Uli Singh,uli.singh@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-07-25T13:11:32.789Z
Uli Vance,uli.vance@snaplogic.com,Environment admin,Designer,members admins,2023-09-22T17:53:26.792Z
River Xia,river.xia@ext-298aa5.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-01-13T10:07:23.950Z
River Xu,river.xu@ext-591bfe.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:24.379Z
River Zhu,river.zhu@ext-6babeb.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:28:16.824Z
Sage Adams,sage.adams@ext-f831a9.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:47.503Z
Sage Baker,sage.baker@ext-396ff3.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:52:38.347Z
Sage Ellis,sage.ellis@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:12.863Z
Sage Garcia,sage.garcia@ext-ac5178.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:50.878Z
Sage Holt,sage.holt@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:44.708Z
Sage Luna,sage.luna@ext-680c47.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:41.936Z
Sage Miller,sage.miller@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB PartnerTwo,2025-06-15T21:27:01.763Z
Sage Reid,sage.reid@ext-9b4172.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:34.777Z
Sage Utley,sage.utley@ext-82dea4.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:40.855Z
Sage Zhu,sage.zhu@ext-f831a9.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:07.496Z
Skyler Lopez,skyler.lopez@ext-afaadc.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-06-27T15:55:34.123Z
Skyler Nash,skyler.nash@ext-d00c77.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:41.408Z
Skyler Nguyen,skyler.nguyen@ext-3edd69.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:02.576Z
Skyler Ortiz,skyler.ortiz@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:16:46.391Z
Skyler Reid,skyler.reid@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:50.566Z
Skyler Tran,skyler.tran@ext-6e4f12.com,User,Designer,members AgentCreatorTraining_CustomerBravo AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_May_2025,2025-04-28T10:44:42.229Z
Skyler Ueda,skyler.ueda@ext-9c4f44.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:41.524Z
Skyler Yamada,skyler.yamada@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:12.914Z
Skyler Zhu,skyler.zhu@ext-591bfe.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:14:48.416Z
Skyler Zhu,skyler.zhu@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorTraining PartnerTwo,2025-04-07T08:22:30.469Z
Tatum Adams,tatum.adams@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-06-30T16:01:06.486Z
Uli Xia,uli.xia@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_AMER_May_2025 US_Bootcamp_August_2025,2025-05-09T23:23:07.138Z
Uli Yamada,uli.yamada@snaplogic.com,User,Designer,members,2026-01-31T17:30:20.711Z
Tatum Adams,tatum.adams@ext-7bf6fa.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:09.388Z
Tatum Baker,tatum.baker@ext-44cf86.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:12.498Z
Tatum Chen,tatum.chen@ext-84f9b1.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:28:55.367Z
Uli York,uli.york@snaplogic.com,Environment admin,Designer AutoSync,members admins Bootcamp_US_June_2025,2023-08-28T19:51:02.295Z
Umber Utley,umber.utley@snaplogic.com,User,Designer,members,2024-05-16T09:40:14.823Z
Umber Xia,umber.xia@snaplogic.com,User,Designer AutoSync,members,2023-12-15T15:40:09.047Z
Umber Xu,umber.xu@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-10-11T16:21:49.724Z
Tatum Ellis,tatum.ellis@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:51:21.912Z
Tatum Flynn,tatum.flynn@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:12.326Z
Tatum Foster,tatum.foster@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:10:43.572Z
Tatum Foster,tatum.foster@ext-f831a9.com,User,Designer,members Bootcamp_US_June_2025 PartnerOne AgentCreatorBootcamp_EMEA_January_2026,2025-06-27T15:56:05.657Z
Umber Zhu,umber.zhu@snaplogic.com,User,Designer AutoSync,members,2023-10-11T13:36:23.516Z
Tatum Holt,tatum.holt@ext-a876a8.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:49.014Z
Tatum Jensen,tatum.jensen@ext-2ba04b.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:59:16.779Z
Tatum Miller,tatum.miller@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:58.762Z
Tatum Nash,tatum.nash@ext-445152.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:27.912Z
Tatum Osei,tatum.osei@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:12.170Z
Vale Flynn,vale.flynn@snaplogic.com,User,Designer,members,2026-01-31T17:30:24.955Z
Tatum Patel,tatum.patel@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 PartnerOne AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-10-06T16:11:34.886Z
Tatum Quinn,tatum.quinn@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:27:28.593Z
Tatum Reid,tatum.reid@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 PartnerOne,2025-08-08T15:21:47.067Z
Tatum Reid,tatum.reid@ext-71e560.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:59.013Z
Vale Reid,vale.reid@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T16:59:53.270Z
Vale Ueda,vale.ueda@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-23T17:27:29.370Z
Tatum Reyes,tatum.reyes@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:01.742Z
Vale Vega,vale.vega@snaplogic.com,User,Designer,members,2026-01-31T17:30:30.027Z
Tatum Tran,tatum.tran@ext-e31cef.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:18.169Z
Vale Zhang,vale.zhang@snaplogic.com,User,Designer,members,2026-01-31T17:30:36.850Z
Tatum Ueda,tatum.ueda@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:06.531Z
Tatum Vega,tatum.vega@ext-9c4f44.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:55.727Z
Tatum Wang,tatum.wang@ext-7cce61.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:49:05.003Z
Vale Zhu,vale.zhu@snaplogic.com,User,Designer,members,2026-01-31T17:30:41.488Z
Vesper Brooks,vesper.brooks@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2023-12-14T13:03:26.016Z
Tatum Yamada,tatum.yamada@ext-73c6f0.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:23.077Z
Tatum York,tatum.york@ext-f34ab7.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:23.833Z
Vesper Flynn,vesper.flynn@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:55.854Z
Vesper Garcia,vesper.garcia@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2023-12-07T09:58:31.505Z
Vesper Jensen,vesper.jensen@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:33.491Z
Vesper Shah,vesper.shah@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T15:45:54.228Z
Vesper Ueda,vesper.ueda@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T13:35:53.666Z
Vesper Zhang,vesper.zhang@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:17.184Z
Tatum Zhu,tatum.zhu@ext-0ffece.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB PartnerTwo,2025-02-12T08:43:01.947Z
Taylor Chen,taylor.chen@ext-05db7f.com,User,Designer,members Bootcamp_US_June_2025,2025-06-18T05:47:59.551Z
Taylor Ellis,taylor.ellis@ext-a876a8.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-06T05:46:59.388Z
Taylor Grant,taylor.grant@ext-023686.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:47:48.165Z
Taylor Kim,taylor.kim@ext-e808de.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:44.719Z
Taylor Knox,taylor.knox@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-13T09:06:43.051Z
Taylor Miller,taylor.miller@ext-30d03e.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T15:50:11.689Z
Taylor Moss,taylor.moss@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:50:22.587Z
Taylor Park,taylor.park@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:03:19.794Z
Taylor Park,taylor.park@ext-f34ab7.com,User,Designer,members Bootcamp_EMEA_February_2026,2024-11-15T14:28:32.389Z
Taylor Singh,taylor.singh@ext-7abd01.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:06.317Z
Willow Ellis,willow.ellis@snaplogic.com,Environment admin,Designer,members admins,2024-05-12T07:06:03.312Z
Taylor Torres,taylor.torres@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:16:53.663Z
Taylor Ueda,taylor.ueda@ext-1cbba8.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:55.080Z
Taylor Xu,taylor.xu@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:17:32.097Z
Taylor Xu,taylor.xu@ext-f831a9.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T20:58:49.439Z
Taylor Zhang,taylor.zhang@ext-9832b7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:41.490Z
Taylor Zhang,taylor.zhang@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:50.963Z
Uli Adams,uli.adams@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 PartnerTwo,2025-06-15T21:28:35.736Z
Uli Garcia,uli.garcia@ext-26da4f.com,User,Designer,members PartnerFour AC_Bootcamp_US_February_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-01-31T18:49:46.884Z
Uli Johal,uli.johal@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:02:41.616Z
Uli Osei,uli.osei@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025 PartnerTwo,2025-04-30T07:26:38.813Z
Uli Reid,uli.reid@ext-e42d60.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:03.494Z
Uli Singh,uli.singh@ext-445152.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T16:02:16.774Z
Uli Torres,uli.torres@ext-8e55ec.com,User,Designer,members Bootcamp_US_June_2025,2025-06-27T15:48:32.461Z
Uli Ueda,uli.ueda@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:45.741Z
Uli Utley,uli.utley@ext-51bb1d.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_January_2026 AgentCreatorBootcampEMEA_June2026,2025-06-15T21:22:50.997Z
Umber Chen,umber.chen@ext-9f4eff.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:12.125Z
Umber Ellis,umber.ellis@ext-fc167d.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:43:42.443Z
Umber Evans,umber.evans@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:59:02.228Z
Willow Grant,willow.grant@snaplogic.com,User,Designer,members,2026-01-31T17:30:48.301Z
Umber Grant,umber.grant@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:52.525Z
Umber Miller,umber.miller@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:13:53.024Z
Willow Knox,willow.knox@snaplogic.com,User,Designer,members,2026-01-31T17:31:43.259Z
Umber Miller,umber.miller@ext-445152.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:18:23.804Z
Umber Moss,umber.moss@ext-7e0fff.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-03T16:46:26.432Z
Umber Moss,umber.moss@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:02.255Z
Umber Torres,umber.torres@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:12.319Z
Umber Ueda,umber.ueda@ext-023686.com,User,Designer,members US_Bootcamp_August_2025 AgentCreatorBootcamp_AMEA_August_2025 PartnerOne,2025-08-12T08:02:23.040Z
Umber Vega,umber.vega@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-10-06T16:14:35.035Z
Umber Vega,umber.vega@ext-387eea.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-01-14T09:48:43.787Z
Willow Zhang,willow.zhang@snaplogic.com,User,Designer,members,2026-01-31T17:31:49.855Z
Umber Wells,umber.wells@ext-0a199e.com,User,Designer AutoSync,members AgentCreatorTraining PartnerTwo,2025-04-07T08:23:06.871Z
Umber Yamada,umber.yamada@ext-9aa82d.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-11-23T18:45:24.385Z
Vale Baker,vale.baker@ext-ce8725.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:22.654Z
Vale Davis,vale.davis@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 PartnerOne,2025-06-15T21:25:02.670Z
Vale Diaz,vale.diaz@ext-586b66.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:37.919Z
Vale Garcia,vale.garcia@ext-9aa82d.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:07.282Z
Vale Holt,vale.holt@ext-2c0c28.com,User,Designer AutoSync,members AgentCreatorTraining_CustomerBravo,2025-04-28T10:47:25.780Z
Vale Knox,vale.knox@ext-9aa82d.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:44.461Z
Vale Luna,vale.luna@ext-cb19c1.com,User,Designer,members,2024-09-18T14:50:29.336Z
Vale Shah,vale.shah@ext-9c4f44.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:09.063Z
Vale Ueda,vale.ueda@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:59:13.166Z
Vale Vance,vale.vance@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 PartnerOne,2025-06-15T21:27:40.837Z
Wren Cooper,wren.cooper@snaplogic.com,User,Designer AutoSync,members,2026-03-09T07:08:36.892Z
Wren Diaz,wren.diaz@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-12-21T19:22:05.081Z
Wren Evans,wren.evans@snaplogic.com,Environment admin,Designer,members admins,2025-04-09T20:41:32.639Z
Wren Foster,wren.foster@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2024-04-02T11:42:53.676Z
Vale Wells,vale.wells@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:16:30.819Z
Vale Xu,vale.xu@ext-48d0f3.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:24.493Z
Vesper Ellis,vesper.ellis@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:20.905Z
Vesper Foster,vesper.foster@ext-1dfcd7.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2024-09-17T11:30:20.386Z
Vesper Foster,vesper.foster@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-30T14:56:25.291Z
Vesper Foster,vesper.foster@ext-9bcd09.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:31:58.759Z
Vesper Johal,vesper.johal@ext-9ae045.com,User,Designer AutoSync,members PartnerTwo,2025-05-18T20:59:23.083Z
Vesper Johal,vesper.johal@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:05.795Z
Vesper Kim,vesper.kim@ext-84f9b1.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T20:55:05.054Z
Vesper Miller,vesper.miller@ext-9bcd09.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:27:00.461Z
Vesper Quinn,vesper.quinn@ext-e16054.com,User,Designer AutoSync,members AgentCreatorTraining_CustomerBravo,2025-04-28T11:15:23.586Z
Vesper Singh,vesper.singh@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:32.772Z
Vesper Vance,vesper.vance@ext-396ff3.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-03-18T14:32:20.354Z
Wren Holt,wren.holt@snaplogic.com,User,Designer,members,2026-01-31T17:31:56.036Z
Wren Kim,wren.kim@snaplogic.com,User,Designer,members,2026-01-31T17:32:24.482Z
Vesper Vega,vesper.vega@ext-84f9b1.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:19.258Z
Vesper Wang,vesper.wang@ext-0a199e.com,User,Designer,members US_Bootcamp_August_2025,2025-07-30T10:27:39.855Z
Vesper Xia,vesper.xia@ext-42c575.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 PartnerOne AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-06-15T21:24:11.734Z
Vesper Zhu,vesper.zhu@ext-f831a9.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:40.919Z
Willow Chen,willow.chen@ext-7c8183.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:53.245Z
Willow Ellis,willow.ellis@ext-26da4f.com,User,Designer,members PartnerFour Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026,2026-02-03T23:52:49.892Z
